acm_id,Full.Name,Home.Address,School.Address,School,Commute.Time,Mode,Stutus,Commute.Rank
7,,,3601+North+Milwaukee+Avenue+Chicago+IL+60641,Schurz High School,26.33333333,driving,OK,2
7,,,4343+West+Wrightwood+Chicago+IL+60639,Kelvyn Park High School,32.36666667,driving,OK,3
7,,,244+E.+Pershing+Road+Chicago+IL+60653,Wendell Phillips Academy,39.4,driving,OK,4
7,,,4214+S.+Saint+Lawrence+Ave+Chicago+IL+60653,Fuller School of Excellence,39.65,driving,OK,5
7,,,1040+N+Keeler+Ave+Chicago+IL+60651,Brian Piccolo Elementary School of Excellence,39.7,driving,OK,6
7,,,2745+W+Roosevelt+Rd+Chicago+IL+60608,Chalmers School of Excellence,42.73333333,driving,OK,7
7,,,4820+West+Walton+Chicago+IL+60651,McNair School of Excellence,43.31666667,driving,OK,8
7,,,1313+S+Sacramento+Dr+Chicago+IL+60623,Collins Academy High School,43.88333333,driving,OK,9
7,,,936+East+54th+St+Chicago+IL+60615,Kozminski Elementary Community Academy,45.36666667,driving,OK,10
7,,,1420+S.+Albany+Chicago+IL+60623,Johnson School of Excellence,45.51666667,driving,OK,11
7,,,3615+West+16th+Street+Chicago+IL+60623,Dvorak School of Excellence,46.78333333,driving,OK,12
7,,,720+North+Lorel+Avenue+Chicago+IL+60644,Howe School of Excellence,48.21666667,driving,OK,13
7,,,1000+West+52nd+Street+Chicago+IL+60609,The Sherman School of Excellence,48.3,driving,OK,14
7,,,6940+South+Merrill+Avenue+Chicago+IL+60649,O'Keeffe School of Excellence,48.41666667,driving,OK,15
7,,,5515+S+Lowe+Ave+Chicago+IL+60621,John Hope College Prepatory High School,49.2,driving,OK,16
7,,,3711+West+Douglas+Boulevard+Chicago+IL+60612,Herzl School of Excellence,49.45,driving,OK,17
7,,,6311+South+Calumet+Chicago+IL+60637,Dulles School of Excellence,50.81666667,driving,OK,18
7,,,7736+S+Burnham+Ave+Chicago+IL+60647,Myra Bradwell School of Excellence,51.26666667,driving,OK,19
7,,,6006+S.+Peoria+St.+Chicago+IL+60621,Nicholson STEM Academy,51.96666667,driving,OK,20
7,,,6010+South+Throop+Street+Chicago+IL+60636,Anna R. Langford Community Academy,52.58333333,driving,OK,21
7,,,7240+S+Wabash+Ave+Chicago+IL+60619,Charles S Deneen School of Excellence,54,driving,OK,22
7,,,5630+South+Rockwell+Street+Chicago+IL+60629,Gage Park High School,56.01666667,driving,OK,23
7,,,7424+S+Morgan+St+Chicago+IL+60621,Amos Alonzo Stagg Elementary School of Excellence,57.68333333,driving,OK,24
7,,,6550+S+Richmond+St+Chicago+IL+60629,Marquette School of Excellence,62.1,driving,OK,25
7,,,32+E.+115th+Street+Chicago+IL+60628,Curtis School of Excellence,66.61666667,driving,OK,26
8,,,4214+S.+Saint+Lawrence+Ave+Chicago+IL+60653,Fuller School of Excellence,5.383333333,driving,OK,1
8,,,936+East+54th+St+Chicago+IL+60615,Kozminski Elementary Community Academy,7.533333333,driving,OK,2
8,,,244+E.+Pershing+Road+Chicago+IL+60653,Wendell Phillips Academy,7.866666667,driving,OK,3
8,,,6311+South+Calumet+Chicago+IL+60637,Dulles School of Excellence,11.85,driving,OK,4
8,,,6940+South+Merrill+Avenue+Chicago+IL+60649,O'Keeffe School of Excellence,13.11666667,driving,OK,5
8,,,5515+S+Lowe+Ave+Chicago+IL+60621,John Hope College Prepatory High School,14.86666667,driving,OK,6
8,,,1000+West+52nd+Street+Chicago+IL+60609,The Sherman School of Excellence,15.96666667,driving,OK,7
8,,,7736+S+Burnham+Ave+Chicago+IL+60647,Myra Bradwell School of Excellence,16.13333333,driving,OK,8
8,,,7240+S+Wabash+Ave+Chicago+IL+60619,Charles S Deneen School of Excellence,18.05,driving,OK,9
8,,,6006+S.+Peoria+St.+Chicago+IL+60621,Nicholson STEM Academy,18.85,driving,OK,10
8,,,6010+South+Throop+Street+Chicago+IL+60636,Anna R. Langford Community Academy,18.96666667,driving,OK,11
8,,,5630+South+Rockwell+Street+Chicago+IL+60629,Gage Park High School,23.23333333,driving,OK,12
8,,,7424+S+Morgan+St+Chicago+IL+60621,Amos Alonzo Stagg Elementary School of Excellence,23.68333333,driving,OK,13
8,,,2745+W+Roosevelt+Rd+Chicago+IL+60608,Chalmers School of Excellence,26.78333333,driving,OK,14
8,,,1313+S+Sacramento+Dr+Chicago+IL+60623,Collins Academy High School,29.25,driving,OK,15
8,,,6550+S+Richmond+St+Chicago+IL+60629,Marquette School of Excellence,30.18333333,driving,OK,16
8,,,1420+S.+Albany+Chicago+IL+60623,Johnson School of Excellence,30.78333333,driving,OK,17
8,,,3615+West+16th+Street+Chicago+IL+60623,Dvorak School of Excellence,32.11666667,driving,OK,18
8,,,32+E.+115th+Street+Chicago+IL+60628,Curtis School of Excellence,32.25,driving,OK,19
8,,,3711+West+Douglas+Boulevard+Chicago+IL+60612,Herzl School of Excellence,35.78333333,driving,OK,20
8,,,6631+N+Bosworth+Ave+Chicago+IL+60626,Sullivan High School,40.01666667,driving,OK,21
8,,,4820+West+Walton+Chicago+IL+60651,McNair School of Excellence,42.4,driving,OK,22
8,,,1040+N+Keeler+Ave+Chicago+IL+60651,Brian Piccolo Elementary School of Excellence,43.31666667,driving,OK,23
8,,,720+North+Lorel+Avenue+Chicago+IL+60644,Howe School of Excellence,46.26666667,driving,OK,24
8,,,4343+West+Wrightwood+Chicago+IL+60639,Kelvyn Park High School,51.7,driving,OK,25
8,,,3601+North+Milwaukee+Avenue+Chicago+IL+60641,Schurz High School,53.1,driving,OK,26
9,,,6631+N+Bosworth+Ave+Chicago+IL+60626,Sullivan High School,17.63333333,driving,OK,1
9,,,244+E.+Pershing+Road+Chicago+IL+60653,Wendell Phillips Academy,29.15,driving,OK,2
9,,,4214+S.+Saint+Lawrence+Ave+Chicago+IL+60653,Fuller School of Excellence,29.68333333,driving,OK,3
9,,,4343+West+Wrightwood+Chicago+IL+60639,Kelvyn Park High School,30.3,driving,OK,4
9,,,3601+North+Milwaukee+Avenue+Chicago+IL+60641,Schurz High School,31.03333333,driving,OK,5
9,,,2745+W+Roosevelt+Rd+Chicago+IL+60608,Chalmers School of Excellence,31.96666667,driving,OK,6
9,,,1313+S+Sacramento+Dr+Chicago+IL+60623,Collins Academy High School,34,driving,OK,7
9,,,936+East+54th+St+Chicago+IL+60615,Kozminski Elementary Community Academy,34.96666667,driving,OK,8
9,,,1420+S.+Albany+Chicago+IL+60623,Johnson School of Excellence,35.41666667,driving,OK,9
9,,,6940+South+Merrill+Avenue+Chicago+IL+60649,O'Keeffe School of Excellence,36.4,driving,OK,10
9,,,1040+N+Keeler+Ave+Chicago+IL+60651,Brian Piccolo Elementary School of Excellence,37.11666667,driving,OK,11
9,,,1000+West+52nd+Street+Chicago+IL+60609,The Sherman School of Excellence,37.51666667,driving,OK,12
9,,,5515+S+Lowe+Ave+Chicago+IL+60621,John Hope College Prepatory High School,37.8,driving,OK,13
9,,,3711+West+Douglas+Boulevard+Chicago+IL+60612,Herzl School of Excellence,38.51666667,driving,OK,14
9,,,3615+West+16th+Street+Chicago+IL+60623,Dvorak School of Excellence,38.6,driving,OK,15
9,,,6311+South+Calumet+Chicago+IL+60637,Dulles School of Excellence,38.76666667,driving,OK,16
9,,,7736+S+Burnham+Ave+Chicago+IL+60647,Myra Bradwell School of Excellence,39.5,driving,OK,17
9,,,4820+West+Walton+Chicago+IL+60651,McNair School of Excellence,41.05,driving,OK,18
9,,,6006+S.+Peoria+St.+Chicago+IL+60621,Nicholson STEM Academy,42.25,driving,OK,19
9,,,6010+South+Throop+Street+Chicago+IL+60636,Anna R. Langford Community Academy,42.4,driving,OK,20
9,,,7240+S+Wabash+Ave+Chicago+IL+60619,Charles S Deneen School of Excellence,43.7,driving,OK,21
9,,,5630+South+Rockwell+Street+Chicago+IL+60629,Gage Park High School,45.63333333,driving,OK,22
9,,,720+North+Lorel+Avenue+Chicago+IL+60644,Howe School of Excellence,45.63333333,driving,OK,22
9,,,7424+S+Morgan+St+Chicago+IL+60621,Amos Alonzo Stagg Elementary School of Excellence,48.41666667,driving,OK,24
9,,,6550+S+Richmond+St+Chicago+IL+60629,Marquette School of Excellence,52.11666667,driving,OK,25
9,,,32+E.+115th+Street+Chicago+IL+60628,Curtis School of Excellence,54.8,driving,OK,26
10,,,3711+West+Douglas+Boulevard+Chicago+IL+60612,Herzl School of Excellence,37.43333333,driving,OK,1
10,,,1313+S+Sacramento+Dr+Chicago+IL+60623,Collins Academy High School,39.71666667,driving,OK,2
10,,,2745+W+Roosevelt+Rd+Chicago+IL+60608,Chalmers School of Excellence,39.78333333,driving,OK,3
10,,,3615+West+16th+Street+Chicago+IL+60623,Dvorak School of Excellence,40.31666667,driving,OK,4
10,,,1420+S.+Albany+Chicago+IL+60623,Johnson School of Excellence,40.5,driving,OK,5
10,,,720+North+Lorel+Avenue+Chicago+IL+60644,Howe School of Excellence,42.16666667,driving,OK,6
10,,,4820+West+Walton+Chicago+IL+60651,McNair School of Excellence,44.63333333,driving,OK,7
10,,,1040+N+Keeler+Ave+Chicago+IL+60651,Brian Piccolo Elementary School of Excellence,48.63333333,driving,OK,8
10,,,244+E.+Pershing+Road+Chicago+IL+60653,Wendell Phillips Academy,51.81666667,driving,OK,9
10,,,7240+S+Wabash+Ave+Chicago+IL+60619,Charles S Deneen School of Excellence,53.38333333,driving,OK,10
10,,,4214+S.+Saint+Lawrence+Ave+Chicago+IL+60653,Fuller School of Excellence,53.68333333,driving,OK,11
10,,,5630+South+Rockwell+Street+Chicago+IL+60629,Gage Park High School,54.45,driving,OK,12
10,,,32+E.+115th+Street+Chicago+IL+60628,Curtis School of Excellence,54.83333333,driving,OK,13
10,,,1000+West+52nd+Street+Chicago+IL+60609,The Sherman School of Excellence,54.91666667,driving,OK,14
10,,,6550+S+Richmond+St+Chicago+IL+60629,Marquette School of Excellence,56.46666667,driving,OK,15
10,,,4343+West+Wrightwood+Chicago+IL+60639,Kelvyn Park High School,56.58333333,driving,OK,16
10,,,7424+S+Morgan+St+Chicago+IL+60621,Amos Alonzo Stagg Elementary School of Excellence,57.26666667,driving,OK,17
10,,,6311+South+Calumet+Chicago+IL+60637,Dulles School of Excellence,57.9,driving,OK,18
10,,,5515+S+Lowe+Ave+Chicago+IL+60621,John Hope College Prepatory High School,58.08333333,driving,OK,19
10,,,3601+North+Milwaukee+Avenue+Chicago+IL+60641,Schurz High School,58.63333333,driving,OK,20
